Ano;Grupo CID-10;Faixa Etária;Valor
2019;Doenças do ouvido médio e da mastóide;Menor 1 ano;-
2019;Febre reumática aguda;Menor 1 ano;-
2019;Doenças reumáticas crônicas do coração;Menor 1 ano;-
2019;Doenças hipertensivas;Menor 1 ano;-
2019;Doenças isquêmicas do coração;Menor 1 ano;-
2019;Doenças cardíaca pulmonar e da circulação pulmonar;Menor 1 ano;1
2019;Outras formas de doença do coração;Menor 1 ano;2
2019;Doenças cerebrovasculares;Menor 1 ano;2
2019;Doenças das artérias, das arteríolas e capilares;Menor 1 ano;-
2019;Doenças veias, vasos e gânglios linfáticos, NCOP;Menor 1 ano;-
2019;Outros transt e os não espec aparelho circulatório;Menor 1 ano;-
2019;Infecções agudas das vias aéreas superiores;Menor 1 ano;-
2019;Influenza [gripe] e pneumonia;Menor 1 ano;20
2019;Outras infecções agudas das vias aéreas inferiores;Menor 1 ano;2
2019;Outras doenças das vias aéreas superiores;Menor 1 ano;-
2019;Doenças crônicas das vias aéreas inferiores;Menor 1 ano;-
2019;Doenças pulmonares devidas a agentes externos;Menor 1 ano;-
2019;Outras doenças respirat q afetam princ interstício;Menor 1 ano;-
2019;Afecções necróticas e supurat vias aéreas infer;Menor 1 ano;-
2019;Outras doenças da pleura;Menor 1 ano;-
2019;Outras doenças do aparelho respiratório;Menor 1 ano;-
2019;Doenças cavidade oral, glând salivares e maxilares;Menor 1 ano;-
2019;Doenças do esôfago, do estômago e do duodeno;Menor 1 ano;-
2019;Doenças do apêndice;Menor 1 ano;-
2019;Hérnias;Menor 1 ano;-
2019;Enterites e colites não-infecciosas;Menor 1 ano;-
2019;Outras doenças dos intestinos;Menor 1 ano;4
2019;Doenças do peritônio;Menor 1 ano;3
2019;Doenças do fígado;Menor 1 ano;-
2019;Transt vesícula biliar, vias biliares e pâncreas;Menor 1 ano;1
2019;Outras doenças do aparelho digestivo;Menor 1 ano;-
2019;Infecções da pele e do tecido subcutâneo;Menor 1 ano;-
2019;Afecções pápulo-descamativas;Menor 1 ano;-
2019;Urticária e eritema;Menor 1 ano;-
2019;Outras afecções da pele e do tecido subcutâneo;Menor 1 ano;-
2019;Artropatias;Menor 1 ano;-
2019;Doenças sistêmicas do tecido conjuntivo;Menor 1 ano;-
2019;Dorsopatias;Menor 1 ano;-
2019;Transtornos dos tecidos moles;Menor 1 ano;-
2019;Osteopatias e condropatias;Menor 1 ano;-
2019;Doenças glomerulares;Menor 1 ano;-
2019;Doenças renais túbulo-intersticiais;Menor 1 ano;-
2019;Insuficiência renal;Menor 1 ano;2
2019;Calculose renal;Menor 1 ano;-
2019;Outros transtornos do rim e do ureter;Menor 1 ano;-
2019;Outras doenças do aparelho urinário;Menor 1 ano;1
2019;Doenças dos órgãos genitais masculinos;Menor 1 ano;-
2019;Doenças inflamatórias órgãos pélvicos femininos;Menor 1 ano;-
2019;Transt não-inflamatórios do trato genital feminino;Menor 1 ano;-
2019;Edema proteinúr e transt hipert gravid parto puerp;Menor 1 ano;-
2019;Outros transtornos maternos relac predom gravidez;Menor 1 ano;-
2019;Complicações do trabalho de parto e do parto;Menor 1 ano;-
2019;Complicações relacionadas predom com o puerpério;Menor 1 ano;-
2019;Outras afecções obstétricas NCOP;Menor 1 ano;-
2019;Fet rec-nasc afet fat mat e compl grav, trab parto;Menor 1 ano;67
2019;Transt relac com a duração gestação e cresc fetal;Menor 1 ano;32
2019;Traumatismo de parto;Menor 1 ano;1
2019;Transt respirat e cardiovasc específ per perinatal;Menor 1 ano;70
2019;Infecções específicas do período perinatal;Menor 1 ano;39
2019;Transt hemorrág e hematológ feto e recém-nascido;Menor 1 ano;2
2019;Transt aparelho digestivo do feto ou recém-nascido;Menor 1 ano;9
2019;Outros transtornos originados no período perinatal;Menor 1 ano;16
2019;Malformações congênitas do sistema nervoso;Menor 1 ano;15
2019;Malformações congênitas do aparelho circulatório;Menor 1 ano;40
2019;Malformações congênitas do aparelho respiratório;Menor 1 ano;4
2019;Outras malformações congênitas aparelho digestivo;Menor 1 ano;2
2019;Malformações congênitas dos órgãos genitais;Menor 1 ano;-
2019;Malformações congênitas do aparelho urinário;Menor 1 ano;7
2019;Malform e deform congênit do sistema osteomuscular;Menor 1 ano;10
2019;Outras malformações congênitas;Menor 1 ano;4
2019;Anomalias cromossômicas NCOP;Menor 1 ano;12
2019;Sint e sinais relat aparelho circulat e respirat;Menor 1 ano;-
2019;Sintom e sinais relat ao aparelho digest e abdome;Menor 1 ano;-
2019;Sint e sinais relat sist nervoso e osteomuscular;Menor 1 ano;-
2019;Sintomas e sinais gerais;Menor 1 ano;-
2019;Causas mal definidas e desconhecidas mortalidade;Menor 1 ano;9
2019;Acidentes;Menor 1 ano;3
2019;Lesões autoprovocadas intencionalmente;Menor 1 ano;-
2019;Agressões;Menor 1 ano;1
2019;Eventos (fatos) cuja intenção é indeterminada;Menor 1 ano;4
2019;Intervenções legais e operações de guerra;Menor 1 ano;-
2019;Complicações de assistência médica e cirúrgica;Menor 1 ano;-
2019;Seqüelas causas externas de morbidade e mortalidad;Menor 1 ano;-
2020;Doenças infecciosas intestinais;Menor 1 ano;3
2020;Tuberculose;Menor 1 ano;-
2020;Algumas doenças bacterianas zoonóticas;Menor 1 ano;-
2020;Outras doenças bacterianas;Menor 1 ano;7
2020;Infecções de transmissão predominantemente sexual;Menor 1 ano;1
2020;Infecções virais do sistema nervoso central;Menor 1 ano;-
2020;Febres por arbovírus e febres hemorrágicas virais;Menor 1 ano;-
2020;Infecções virais caract p/lesões de pele e mucosas;Menor 1 ano;-
2020;Hepatite viral;Menor 1 ano;-
2020;Doença pelo vírus da imunodeficiência humana [HIV];Menor 1 ano;-
2020;Outras doenças por vírus;Menor 1 ano;3
2020;Micoses;Menor 1 ano;-
2020;Doenças devidas a protozoários;Menor 1 ano;-
2020;Helmintíases;Menor 1 ano;-
2020;Pediculose, acaríase e outras infestações;Menor 1 ano;-
2020;Seqüelas de doenças infecciosas e parasitárias;Menor 1 ano;-
2020;Outras doenças infecciosas;Menor 1 ano;-
2020;Neoplasias malignas;Menor 1 ano;1
2020;Neoplasias [tumores] benignas(os);Menor 1 ano;-
2020;Neopl de comportamento incerto ou desconhecido;Menor 1 ano;-
2020;Anemias nutricionais;Menor 1 ano;-
2020;Anemias hemolíticas;Menor 1 ano;-
2020;Anemias aplásticas e outras anemias;Menor 1 ano;-
2020;Defeitos coagulação, púrpura, outr afecç hemorrág;Menor 1 ano;3
2020;Outras doenças do sangue e órgãos hematopoéticos;Menor 1 ano;-
2020;Alguns transt q comprometem o mecanismo imunitário;Menor 1 ano;1
2020;Transtornos da glândula tireóide;Menor 1 ano;-
2020;Diabetes mellitus;Menor 1 ano;-
2020;Outr transt regulação glicose e secr pancreát int;Menor 1 ano;-
2020;Transtornos de outras glândulas endócrinas;Menor 1 ano;-
2020;Desnutrição;Menor 1 ano;-
2020;Outras deficiências nutricionais;Menor 1 ano;-
2020;Obesidade e outras formas de hiperalimentação;Menor 1 ano;-
2020;Distúrbios metabólicos;Menor 1 ano;3
2020;Transtornos mentais orgânicos, incl sintomáticos;Menor 1 ano;-
2020;Transt ment e comport dev ao uso subst psicoativa;Menor 1 ano;-
2020;Esquizofrenia, transt esquizotípicos e delirantes;Menor 1 ano;-
2020;Transtornos do humor [afetivos];Menor 1 ano;-
2020;Transt neuróticos, relacion stress e somatoformes;Menor 1 ano;-
2020;Síndr comport assoc disfunç fisiológ e fat físicos;Menor 1 ano;-
2020;Retardo mental;Menor 1 ano;-
2020;Transtornos do desenvolvimento psicológico;Menor 1 ano;-
2020;Transtorno mental não especificado;Menor 1 ano;-
2020;Doenças inflamatórias do sistema nervoso central;Menor 1 ano;1
2020;Atrofias sistêm q afetam princ o sist nerv central;Menor 1 ano;-
2020;Doenças extrapiramidais e transt dos movimentos;Menor 1 ano;-
2020;Outras doenças degenerativas do sistema nervoso;Menor 1 ano;-
2020;Doenças desmielinizantes do sist nervoso central;Menor 1 ano;-
2020;Transtornos episódicos e paroxísticos;Menor 1 ano;2
2020;Polineuropatias e outr transt sist nerv periférico;Menor 1 ano;-
2020;Doenças da junção mioneural e dos músculos;Menor 1 ano;-
2020;Paralisia cerebral e outras síndromes paralíticas;Menor 1 ano;-
2020;Outros transtornos do sistema nervoso;Menor 1 ano;1
2020;Doenças do ouvido médio e da mastóide;Menor 1 ano;-
2020;Febre reumática aguda;Menor 1 ano;-
2020;Doenças reumáticas crônicas do coração;Menor 1 ano;-
2020;Doenças hipertensivas;Menor 1 ano;-
2020;Doenças isquêmicas do coração;Menor 1 ano;-
2020;Doenças cardíaca pulmonar e da circulação pulmonar;Menor 1 ano;1
2020;Outras formas de doença do coração;Menor 1 ano;3
2020;Doenças cerebrovasculares;Menor 1 ano;-
2020;Doenças das artérias, das arteríolas e capilares;Menor 1 ano;-
2020;Doenças veias, vasos e gânglios linfáticos, NCOP;Menor 1 ano;-
2020;Outros transt e os não espec aparelho circulatório;Menor 1 ano;-
2020;Infecções agudas das vias aéreas superiores;Menor 1 ano;-
2020;Influenza [gripe] e pneumonia;Menor 1 ano;8
2020;Outras infecções agudas das vias aéreas inferiores;Menor 1 ano;-
2020;Outras doenças das vias aéreas superiores;Menor 1 ano;-
2020;Doenças crônicas das vias aéreas inferiores;Menor 1 ano;-
2020;Doenças pulmonares devidas a agentes externos;Menor 1 ano;-
2020;Outras doenças respirat q afetam princ interstício;Menor 1 ano;-
2020;Afecções necróticas e supurat vias aéreas infer;Menor 1 ano;-
2020;Outras doenças da pleura;Menor 1 ano;-
2020;Outras doenças do aparelho respiratório;Menor 1 ano;2
2020;Doenças do esôfago, do estômago e do duodeno;Menor 1 ano;1
2020;Doenças do apêndice;Menor 1 ano;1
2020;Hérnias;Menor 1 ano;-
2020;Enterites e colites não-infecciosas;Menor 1 ano;3
2020;Outras doenças dos intestinos;Menor 1 ano;2
2020;Doenças do peritônio;Menor 1 ano;-
2020;Doenças do fígado;Menor 1 ano;-
2020;Transt vesícula biliar, vias biliares e pâncreas;Menor 1 ano;-
2020;Outras doenças do aparelho digestivo;Menor 1 ano;-
2020;Infecções da pele e do tecido subcutâneo;Menor 1 ano;1
2020;Afecções bolhosas;Menor 1 ano;-
2020;Afecções pápulo-descamativas;Menor 1 ano;-
2020;Outras afecções da pele e do tecido subcutâneo;Menor 1 ano;-
2020;Artropatias;Menor 1 ano;-
2020;Doenças sistêmicas do tecido conjuntivo;Menor 1 ano;-
2020;Dorsopatias;Menor 1 ano;-
2020;Transtornos dos tecidos moles;Menor 1 ano;-
2020;Osteopatias e condropatias;Menor 1 ano;-
2020;Doenças glomerulares;Menor 1 ano;-
2020;Doenças renais túbulo-intersticiais;Menor 1 ano;1
2020;Insuficiência renal;Menor 1 ano;-
2020;Calculose renal;Menor 1 ano;-
2020;Outros transtornos do rim e do ureter;Menor 1 ano;-
2020;Outras doenças do aparelho urinário;Menor 1 ano;-
2020;Doenças dos órgãos genitais masculinos;Menor 1 ano;-
2020;Doenças inflamatórias órgãos pélvicos femininos;Menor 1 ano;-
2020;Transt não-inflamatórios do trato genital feminino;Menor 1 ano;-
2020;Edema proteinúr e transt hipert gravid parto puerp;Menor 1 ano;-
2020;Outros transtornos maternos relac predom gravidez;Menor 1 ano;-
2020;Assist à mãe mot feto cavid amniót e prob rel part;Menor 1 ano;-
2020;Complicações do trabalho de parto e do parto;Menor 1 ano;-
2020;Complicações relacionadas predom com o puerpério;Menor 1 ano;-
2020;Outras afecções obstétricas NCOP;Menor 1 ano;-
2020;Fet rec-nasc afet fat mat e compl grav, trab parto;Menor 1 ano;72
2020;Transt relac com a duração gestação e cresc fetal;Menor 1 ano;28
2020;Traumatismo de parto;Menor 1 ano;1
2020;Transt respirat e cardiovasc específ per perinatal;Menor 1 ano;70
2020;Infecções específicas do período perinatal;Menor 1 ano;42
2020;Transt hemorrág e hematológ feto e recém-nascido;Menor 1 ano;7
2020;Transt aparelho digestivo do feto ou recém-nascido;Menor 1 ano;6
2020;Afecç comprom tegument e reg térm fet e recém-nasc;Menor 1 ano;2
2020;Outros transtornos originados no período perinatal;Menor 1 ano;7
2020;Malformações congênitas do sistema nervoso;Menor 1 ano;15
2020;Malformações congênitas do aparelho circulatório;Menor 1 ano;28
2020;Malformações congênitas do aparelho respiratório;Menor 1 ano;9
2020;Outras malformações congênitas aparelho digestivo;Menor 1 ano;4
2020;Malformações congênitas do aparelho urinário;Menor 1 ano;4
2020;Malform e deform congênit do sistema osteomuscular;Menor 1 ano;15
2020;Outras malformações congênitas;Menor 1 ano;5
2020;Anomalias cromossômicas NCOP;Menor 1 ano;10
2020;Sint e sinais relat aparelho circulat e respirat;Menor 1 ano;-
2020;Sintom e sinais relat ao aparelho digest e abdome;Menor 1 ano;-
2020;Sintom e sinais relat à pele e tecido subcutâneo;Menor 1 ano;-
2020;Sintomas e sinais gerais;Menor 1 ano;2
2020;Causas mal definidas e desconhecidas mortalidade;Menor 1 ano;4
2020;Acidentes;Menor 1 ano;5
2020;Lesões autoprovocadas intencionalmente;Menor 1 ano;-
2020;Agressões;Menor 1 ano;2
2020;Eventos (fatos) cuja intenção é indeterminada;Menor 1 ano;2
2020;Complicações de assistência médica e cirúrgica;Menor 1 ano;-
2020;Seqüelas causas externas de morbidade e mortalidad;Menor 1 ano;-
2016;Doenças infecciosas intestinais;1 a 4 anos;-
2016;Tuberculose;1 a 4 anos;-
2016;Algumas doenças bacterianas zoonóticas;1 a 4 anos;-
2016;Outras doenças bacterianas;1 a 4 anos;3
2016;Infecções de transmissão predominantemente sexual;1 a 4 anos;-
2016;Infecções virais do sistema nervoso central;1 a 4 anos;-
2016;Febres por arbovírus e febres hemorrágicas virais;1 a 4 anos;-
2016;Infecções virais caract p/lesões de pele e mucosas;1 a 4 anos;-
2016;Hepatite viral;1 a 4 anos;-
2016;Doença pelo vírus da imunodeficiência humana [HIV];1 a 4 anos;-
2016;Outras doenças por vírus;1 a 4 anos;-
2016;Micoses;1 a 4 anos;-
2016;Doenças devidas a protozoários;1 a 4 anos;-
2016;Helmintíases;1 a 4 anos;-
2016;Seqüelas de doenças infecciosas e parasitárias;1 a 4 anos;-
2016;Outras doenças infecciosas;1 a 4 anos;-
2016;Neoplasias malignas;1 a 4 anos;7
2016;Neoplasias [tumores] in situ;1 a 4 anos;-
2016;Neoplasias [tumores] benignas(os);1 a 4 anos;-
2016;Neopl de comportamento incerto ou desconhecido;1 a 4 anos;-
2016;Anemias nutricionais;1 a 4 anos;-
2016;Anemias hemolíticas;1 a 4 anos;1
2016;Anemias aplásticas e outras anemias;1 a 4 anos;1
2016;Defeitos coagulação, púrpura, outr afecç hemorrág;1 a 4 anos;-
2016;Outras doenças do sangue e órgãos hematopoéticos;1 a 4 anos;-
2016;Alguns transt q comprometem o mecanismo imunitário;1 a 4 anos;-
2016;Transtornos da glândula tireóide;1 a 4 anos;-
2016;Diabetes mellitus;1 a 4 anos;-
2016;Outr transt regulação glicose e secr pancreát int;1 a 4 anos;-
2016;Transtornos de outras glândulas endócrinas;1 a 4 anos;-
2016;Desnutrição;1 a 4 anos;-
2016;Obesidade e outras formas de hiperalimentação;1 a 4 anos;-
2016;Distúrbios metabólicos;1 a 4 anos;1
2016;Transtornos mentais orgânicos, incl sintomáticos;1 a 4 anos;-
2016;Transt ment e comport dev ao uso subst psicoativa;1 a 4 anos;-
2016;Esquizofrenia, transt esquizotípicos e delirantes;1 a 4 anos;-
2016;Transtornos do humor [afetivos];1 a 4 anos;-
2016;Transt neuróticos, relacion stress e somatoformes;1 a 4 anos;-
2016;Retardo mental;1 a 4 anos;-
2016;Transtornos do desenvolvimento psicológico;1 a 4 anos;-
2016;Transtorno mental não especificado;1 a 4 anos;-
2016;Doenças inflamatórias do sistema nervoso central;1 a 4 anos;-
2016;Atrofias sistêm q afetam princ o sist nerv central;1 a 4 anos;1
2016;Doenças extrapiramidais e transt dos movimentos;1 a 4 anos;-
2016;Outras doenças degenerativas do sistema nervoso;1 a 4 anos;-
2016;Doenças desmielinizantes do sist nervoso central;1 a 4 anos;-
2016;Transtornos episódicos e paroxísticos;1 a 4 anos;1
2016;Polineuropatias e outr transt sist nerv periférico;1 a 4 anos;-
2016;Doenças da junção mioneural e dos músculos;1 a 4 anos;1
2016;Paralisia cerebral e outras síndromes paralíticas;1 a 4 anos;-
2016;Outros transtornos do sistema nervoso;1 a 4 anos;4
2016;Transtornos do humor vítreo e do globo ocular;1 a 4 anos;1
2016;Doenças do ouvido médio e da mastóide;1 a 4 anos;-
2016;Doenças reumáticas crônicas do coração;1 a 4 anos;-
2016;Doenças hipertensivas;1 a 4 anos;-
2016;Doenças isquêmicas do coração;1 a 4 anos;-
2016;Doenças cardíaca pulmonar e da circulação pulmonar;1 a 4 anos;-
2016;Outras formas de doença do coração;1 a 4 anos;1
2016;Doenças cerebrovasculares;1 a 4 anos;-
2016;Doenças das artérias, das arteríolas e capilares;1 a 4 anos;-
2016;Doenças veias, vasos e gânglios linfáticos, NCOP;1 a 4 anos;-
2016;Infecções agudas das vias aéreas superiores;1 a 4 anos;-
2016;Influenza [gripe] e pneumonia;1 a 4 anos;8
2016;Outras infecções agudas das vias aéreas inferiores;1 a 4 anos;-
2016;Outras doenças das vias aéreas superiores;1 a 4 anos;-
2016;Doenças crônicas das vias aéreas inferiores;1 a 4 anos;-
2016;Doenças pulmonares devidas a agentes externos;1 a 4 anos;1
2016;Outras doenças respirat q afetam princ interstício;1 a 4 anos;-
2016;Afecções necróticas e supurat vias aéreas infer;1 a 4 anos;-
2016;Outras doenças da pleura;1 a 4 anos;-
2016;Outras doenças do aparelho respiratório;1 a 4 anos;2
2016;Doenças do esôfago, do estômago e do duodeno;1 a 4 anos;-
2016;Doenças do apêndice;1 a 4 anos;-
2016;Hérnias;1 a 4 anos;-
2016;Enterites e colites não-infecciosas;1 a 4 anos;-
2016;Outras doenças dos intestinos;1 a 4 anos;-
2016;Doenças do peritônio;1 a 4 anos;-
2016;Doenças do fígado;1 a 4 anos;-
2016;Transt vesícula biliar, vias biliares e pâncreas;1 a 4 anos;-
2016;Outras doenças do aparelho digestivo;1 a 4 anos;-
2016;Infecções da pele e do tecido subcutâneo;1 a 4 anos;-
2016;Afecções bolhosas;1 a 4 anos;-
2016;Dermatite e eczema;1 a 4 anos;-
2016;Afecções pápulo-descamativas;1 a 4 anos;-
2016;Urticária e eritema;1 a 4 anos;-
2016;Outras afecções da pele e do tecido subcutâneo;1 a 4 anos;-
2016;Artropatias;1 a 4 anos;-
2016;Doenças sistêmicas do tecido conjuntivo;1 a 4 anos;-
2016;Dorsopatias;1 a 4 anos;-
2016;Transtornos dos tecidos moles;1 a 4 anos;-
2016;Osteopatias e condropatias;1 a 4 anos;-
2016;Doenças glomerulares;1 a 4 anos;-
2016;Doenças renais túbulo-intersticiais;1 a 4 anos;-
2016;Insuficiência renal;1 a 4 anos;1
2016;Calculose renal;1 a 4 anos;-
2016;Outros transtornos do rim e do ureter;1 a 4 anos;-
2016;Outras doenças do aparelho urinário;1 a 4 anos;1
2016;Doenças dos órgãos genitais masculinos;1 a 4 anos;-
2016;Doenças da mama;1 a 4 anos;-
2016;Doenças inflamatórias órgãos pélvicos femininos;1 a 4 anos;-
2016;Transt não-inflamatórios do trato genital feminino;1 a 4 anos;-
2016;Gravidez que termina em aborto;1 a 4 anos;-
